2023-10-28 19:19:05,467 root INFO start
2023-10-28 19:19:46,350 root INFO start
2023-10-28 19:20:55,276 root INFO start
2023-10-28 19:21:10,706 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,706 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,707 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,707 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,707 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,707 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:21:10,708 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,542 root INFO start
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,560 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,561 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,562 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,562 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,562 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:23:25,562 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,55 root INFO start
2023-10-28 19:24:10,72 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,72 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,73 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:10,74 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,621 root INFO start
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,638 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,639 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,640 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,640 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:35,640 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,939 root INFO start
2023-10-28 19:24:41,960 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,960 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,961 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,961 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,961 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,961 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,962 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,962 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,962 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,964 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,964 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,965 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:24:41,965 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,603 root INFO start
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,622 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,623 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,624 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,624 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,624 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,624 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:03,624 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,677 root INFO start
2023-10-28 19:55:20,698 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,698 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,698 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,699 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,699 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,699 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,699 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,700 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,700 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,700 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,700 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,701 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,701 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,701 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,701 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,701 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,702 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:55:20,702 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,63 root INFO start
2023-10-28 19:56:53,84 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,84 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,85 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,85 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,85 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,85 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,86 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,86 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,86 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,86 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,87 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,87 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,87 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,88 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,88 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,88 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,88 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:56:53,88 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,187 root INFO start
2023-10-28 19:57:24,211 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,211 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,211 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,211 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,212 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,212 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,212 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,212 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,213 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,213 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,213 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,213 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,214 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,214 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,214 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,214 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,214 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:57:24,215 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,423 root INFO start
2023-10-28 19:58:54,447 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,447 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,447 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,448 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,448 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,448 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,448 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,449 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,449 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,449 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,449 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,450 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,450 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,450 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,450 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,451 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,451 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 19:58:54,451 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:29,707 root INFO start
2023-10-28 20:04:47,229 root INFO start
2023-10-28 20:04:47,248 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,248 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,248 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,249 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,250 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:04:47,251 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:07:02,279 root INFO start
2023-10-28 20:07:02,284 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:07:37,939 root INFO start
2023-10-28 20:07:37,943 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:08:28,926 root INFO start
2023-10-28 20:10:48,352 root INFO start
2023-10-28 20:11:02,97 root INFO start
2023-10-28 20:11:02,101 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:11:12,965 root INFO start
2023-10-28 20:11:12,970 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:11:55,958 root INFO start
2023-10-28 20:11:55,963 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:12:06,286 root INFO start
2023-10-28 20:12:06,291 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:13:05,586 root INFO start
2023-10-28 20:13:05,593 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:13:28,176 root INFO start
2023-10-28 20:13:28,181 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:13:40,385 root INFO start
2023-10-28 20:13:40,390 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:14:22,690 root INFO start
2023-10-28 20:14:22,697 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-28 20:14:54,354 root INFO start
2023-10-28 20:14:54,359 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:48:32,686 root INFO start
2023-10-29 12:48:32,727 root INFO end
2023-10-29 12:48:32,728 root INFO end
2023-10-29 12:48:32,728 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:48:32,728 root INFO end
2023-10-29 12:48:32,729 root INFO end
2023-10-29 12:48:32,730 root INFO end
2023-10-29 12:48:32,730 root INFO end
2023-10-29 12:48:32,731 root INFO end
2023-10-29 12:48:32,732 root INFO end
2023-10-29 12:48:32,733 root INFO end
2023-10-29 12:48:32,734 root INFO end
2023-10-29 12:48:32,734 root INFO end
2023-10-29 12:48:32,735 root INFO end
2023-10-29 12:48:32,736 root INFO end
2023-10-29 12:48:32,737 root INFO end
2023-10-29 12:48:32,738 root INFO end
2023-10-29 12:48:32,738 root INFO end
2023-10-29 12:48:32,739 root INFO end
2023-10-29 12:48:32,740 root INFO end
2023-10-29 12:49:35,829 root INFO start
2023-10-29 12:49:35,833 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:49:35,845 root INFO end
2023-10-29 12:50:35,484 root INFO start
2023-10-29 12:50:35,489 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:50:35,501 root INFO end
2023-10-29 12:51:49,466 root INFO start
2023-10-29 12:51:49,473 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:51:49,496 root INFO end
2023-10-29 12:57:28,565 root INFO start
2023-10-29 12:57:28,572 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:57:28,595 root INFO end
2023-10-29 12:57:37,277 root INFO start
2023-10-29 12:57:37,284 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 12:57:37,310 root INFO end
2023-10-29 13:01:15,597 root INFO start
2023-10-29 13:01:47,479 root INFO start
2023-10-29 13:02:02,443 root INFO start
2023-10-29 13:02:16,744 root INFO start
2023-10-29 13:04:50,512 root INFO start
2023-10-29 13:04:50,520 root WARNING Applied processor reduces input query to empty string, all comparisons will have score 0. [Query: '']
2023-10-29 13:04:50,549 root INFO end
